ocupado,hora,dia,objid
True,16:30,5,6825243ee5ffda0506496d90
True,10:30,3,6825243ee5ffda0506496d91
False,12:00,1,6825243ee5ffda0506496d95
True,21:30,0,6825243ee5ffda0506496d90
False,14:30,0,6825243ee5ffda0506496d8e
False,19:30,1,6825243ee5ffda0506496d98
True,16:00,4,6825243ee5ffda0506496d92
False,16:30,2,6825243ee5ffda0506496d8b
False,15:30,5,6825243ee5ffda0506496d8b
False,19:00,0,6825243ee5ffda0506496d8b
False,15:00,2,6825243ee5ffda0506496d91
True,8:30,5,6825243ee5ffda0506496d8d
True,19:30,1,6825243ee5ffda0506496d98
False,19:00,2,6825243ee5ffda0506496d8b
False,21:30,2,6825243ee5ffda0506496d8a
True,10:30,5,6825243ee5ffda0506496d8c
False,13:00,2,6825243ee5ffda0506496d8e
False,8:00,0,6825243ee5ffda0506496d8f
False,14:30,1,6825243ee5ffda0506496d97
True,11:30,2,6825243ee5ffda0506496d93
False,18:00,3,6825243ee5ffda0506496d8c
True,13:30,0,6825243ee5ffda0506496d94
True,8:00,1,6825243ee5ffda0506496d8a
False,11:00,3,6825243ee5ffda0506496d95
False,17:30,1,6825243ee5ffda0506496d8c
False,17:00,0,6825243ee5ffda0506496d99
False,14:00,0,6825243ee5ffda0506496d99
False,9:00,3,6825243ee5ffda0506496d94
True,17:30,5,6825243ee5ffda0506496d8f
True,19:00,4,6825243ee5ffda0506496d8c
False,15:30,1,6825243ee5ffda0506496d90
True,18:30,5,6825243ee5ffda0506496d99
False,21:00,2,6825243ee5ffda0506496d92
True,18:30,2,6825243ee5ffda0506496d97
True,21:30,0,6825243ee5ffda0506496d92
True,10:00,0,6825243ee5ffda0506496d94
True,15:00,4,6825243ee5ffda0506496d97
False,12:30,4,6825243ee5ffda0506496d8b
False,10:30,4,6825243ee5ffda0506496d95
False,13:00,3,6825243ee5ffda0506496d8b
False,19:00,5,6825243ee5ffda0506496d97
True,17:00,5,6825243ee5ffda0506496d89
False,11:30,5,6825243ee5ffda0506496d96
True,19:00,4,6825243ee5ffda0506496d93
False,8:00,5,6825243ee5ffda0506496d97
True,21:30,1,6825243ee5ffda0506496d89
False,14:30,0,6825243ee5ffda0506496d8a
True,16:00,3,6825243ee5ffda0506496d8d
False,20:30,4,6825243ee5ffda0506496d93
False,16:00,3,6825243ee5ffda0506496d91
False,14:30,3,6825243ee5ffda0506496d99
True,8:00,0,6825243ee5ffda0506496d8c
True,12:30,3,6825243ee5ffda0506496d99
True,12:00,2,6825243ee5ffda0506496d95
True,18:00,5,6825243ee5ffda0506496d96
True,11:00,0,6825243ee5ffda0506496d8f
False,13:00,2,6825243ee5ffda0506496d8d
True,15:00,2,6825243ee5ffda0506496d8d
True,12:30,3,6825243ee5ffda0506496d97
False,21:00,1,6825243ee5ffda0506496d8a
False,21:00,1,6825243ee5ffda0506496d8c
False,16:00,0,6825243ee5ffda0506496d93
False,19:30,2,6825243ee5ffda0506496d96
False,13:00,0,6825243ee5ffda0506496d8b
False,20:30,1,6825243ee5ffda0506496d8e
False,11:00,2,6825243ee5ffda0506496d92
False,17:30,2,6825243ee5ffda0506496d8c
False,9:00,2,6825243ee5ffda0506496d98
False,16:00,5,6825243ee5ffda0506496d8f
True,15:30,3,6825243ee5ffda0506496d91
True,17:00,0,6825243ee5ffda0506496d89
False,19:00,5,6825243ee5ffda0506496d95
True,19:00,4,6825243ee5ffda0506496d8d
False,18:00,4,6825243ee5ffda0506496d8f
False,16:00,4,6825243ee5ffda0506496d95
False,14:30,0,6825243ee5ffda0506496d8a
False,8:00,1,6825243ee5ffda0506496d97
False,18:30,4,6825243ee5ffda0506496d8c
True,8:00,1,6825243ee5ffda0506496d89
True,18:30,4,6825243ee5ffda0506496d89
False,7:00,2,6825243ee5ffda0506496d8d
True,16:00,2,6825243ee5ffda0506496d97
False,21:00,4,6825243ee5ffda0506496d93
True,7:30,5,6825243ee5ffda0506496d96
False,8:00,4,6825243ee5ffda0506496d95
False,7:30,5,6825243ee5ffda0506496d8a
False,9:30,2,6825243ee5ffda0506496d8b
False,17:00,4,6825243ee5ffda0506496d8b
True,14:30,3,6825243ee5ffda0506496d98
True,8:30,1,6825243ee5ffda0506496d8d
False,15:30,1,6825243ee5ffda0506496d8d
False,10:30,5,6825243ee5ffda0506496d8f
False,10:00,5,6825243ee5ffda0506496d99
True,14:00,4,6825243ee5ffda0506496d95
True,17:00,3,6825243ee5ffda0506496d94
False,12:30,4,6825243ee5ffda0506496d90
False,21:30,1,6825243ee5ffda0506496d8c
True,14:00,2,6825243ee5ffda0506496d94
False,17:00,0,6825243ee5ffda0506496d8f
False,7:30,0,6825243ee5ffda0506496d8b
False,13:30,0,6825243ee5ffda0506496d91
False,14:00,5,6825243ee5ffda0506496d93
False,11:30,2,6825243ee5ffda0506496d97
False,11:30,1,6825243ee5ffda0506496d98
True,9:30,1,6825243ee5ffda0506496d8f
False,21:30,3,6825243ee5ffda0506496d8e
True,18:00,3,6825243ee5ffda0506496d99
True,18:30,3,6825243ee5ffda0506496d92
False,15:30,3,6825243ee5ffda0506496d8e
False,21:00,1,6825243ee5ffda0506496d92
False,18:00,2,6825243ee5ffda0506496d8c
False,12:00,3,6825243ee5ffda0506496d96
False,10:00,2,6825243ee5ffda0506496d99
True,13:00,2,6825243ee5ffda0506496d89
False,18:00,5,6825243ee5ffda0506496d93
False,20:30,3,6825243ee5ffda0506496d89
True,18:30,0,6825243ee5ffda0506496d96
True,10:30,5,6825243ee5ffda0506496d8e
False,7:00,5,6825243ee5ffda0506496d97
False,13:30,2,6825243ee5ffda0506496d94
False,14:30,0,6825243ee5ffda0506496d97
False,21:30,5,6825243ee5ffda0506496d8d
True,17:30,0,6825243ee5ffda0506496d95
True,14:00,5,6825243ee5ffda0506496d90
True,12:00,5,6825243ee5ffda0506496d89
False,16:30,3,6825243ee5ffda0506496d92
True,16:30,3,6825243ee5ffda0506496d95
False,11:00,0,6825243ee5ffda0506496d94
False,17:00,5,6825243ee5ffda0506496d90
False,15:30,1,6825243ee5ffda0506496d89
False,7:00,5,6825243ee5ffda0506496d91
True,17:00,0,6825243ee5ffda0506496d8a
True,11:30,1,6825243ee5ffda0506496d89
True,20:30,4,6825243ee5ffda0506496d8a
False,9:30,4,6825243ee5ffda0506496d8a
False,8:00,3,6825243ee5ffda0506496d91
True,14:30,4,6825243ee5ffda0506496d94
False,13:00,5,6825243ee5ffda0506496d8f
True,16:00,4,6825243ee5ffda0506496d94
True,15:00,2,6825243ee5ffda0506496d8e
False,15:30,5,6825243ee5ffda0506496d90
True,12:00,0,6825243ee5ffda0506496d97
False,12:00,5,6825243ee5ffda0506496d94
True,8:30,2,6825243ee5ffda0506496d97
False,16:00,4,6825243ee5ffda0506496d90
True,9:30,4,6825243ee5ffda0506496d97
False,15:00,0,6825243ee5ffda0506496d96
True,11:30,2,6825243ee5ffda0506496d95
False,14:00,3,6825243ee5ffda0506496d93
False,20:00,3,6825243ee5ffda0506496d8a
True,13:30,0,6825243ee5ffda0506496d8f
False,12:30,4,6825243ee5ffda0506496d99
False,17:00,3,6825243ee5ffda0506496d8c
False,19:00,4,6825243ee5ffda0506496d8a
False,11:00,0,6825243ee5ffda0506496d91
True,10:00,3,6825243ee5ffda0506496d8c
True,15:30,3,6825243ee5ffda0506496d8e
True,13:00,2,6825243ee5ffda0506496d99
True,13:00,4,6825243ee5ffda0506496d8d
False,21:30,2,6825243ee5ffda0506496d8a
False,16:00,0,6825243ee5ffda0506496d8b
True,13:30,1,6825243ee5ffda0506496d93
True,8:00,0,6825243ee5ffda0506496d93
True,7:00,1,6825243ee5ffda0506496d8c
True,15:30,2,6825243ee5ffda0506496d90
False,11:00,1,6825243ee5ffda0506496d8f
True,19:00,2,6825243ee5ffda0506496d92
True,14:00,3,6825243ee5ffda0506496d8b
True,17:30,3,6825243ee5ffda0506496d8c
False,14:30,1,6825243ee5ffda0506496d99
True,8:00,5,6825243ee5ffda0506496d8c
True,8:30,5,6825243ee5ffda0506496d97
True,13:30,2,6825243ee5ffda0506496d99
True,8:30,2,6825243ee5ffda0506496d96
True,12:00,4,6825243ee5ffda0506496d98
False,7:30,0,6825243ee5ffda0506496d94
True,12:00,1,6825243ee5ffda0506496d97
True,17:00,5,6825243ee5ffda0506496d89
False,12:00,0,6825243ee5ffda0506496d97
True,10:30,4,6825243ee5ffda0506496d96
False,16:00,5,6825243ee5ffda0506496d91
True,8:00,2,6825243ee5ffda0506496d96
True,21:00,5,6825243ee5ffda0506496d94
True,7:30,5,6825243ee5ffda0506496d8d
False,15:00,4,6825243ee5ffda0506496d8d
True,19:00,3,6825243ee5ffda0506496d92
True,13:00,2,6825243ee5ffda0506496d8a
False,19:30,5,6825243ee5ffda0506496d8e
False,14:00,1,6825243ee5ffda0506496d8a
True,16:30,1,6825243ee5ffda0506496d8c
True,9:00,5,6825243ee5ffda0506496d8a
True,19:00,5,6825243ee5ffda0506496d8c
False,15:30,4,6825243ee5ffda0506496d95
False,13:00,3,6825243ee5ffda0506496d8c
True,18:30,2,6825243ee5ffda0506496d99
True,13:30,1,6825243ee5ffda0506496d92
True,10:00,0,6825243ee5ffda0506496d96
False,21:30,3,6825243ee5ffda0506496d8e
True,15:30,1,6825243ee5ffda0506496d94
False,18:30,5,6825243ee5ffda0506496d8e
True,11:00,2,6825243ee5ffda0506496d8a
False,19:00,5,6825243ee5ffda0506496d99
False,18:30,2,6825243ee5ffda0506496d8e
False,7:30,3,6825243ee5ffda0506496d89
False,21:30,1,6825243ee5ffda0506496d93
True,9:30,0,6825243ee5ffda0506496d90
False,18:00,5,6825243ee5ffda0506496d90
True,19:00,1,6825243ee5ffda0506496d99
True,12:00,1,6825243ee5ffda0506496d99
True,8:00,3,6825243ee5ffda0506496d8f
True,12:00,0,6825243ee5ffda0506496d93
True,9:30,2,6825243ee5ffda0506496d8c
True,20:00,0,6825243ee5ffda0506496d92
True,8:00,1,6825243ee5ffda0506496d8d
True,17:00,0,6825243ee5ffda0506496d94
True,21:00,0,6825243ee5ffda0506496d8a
True,10:00,1,6825243ee5ffda0506496d98
True,11:00,4,6825243ee5ffda0506496d8c
False,17:00,2,6825243ee5ffda0506496d8d
False,20:00,4,6825243ee5ffda0506496d94
False,15:00,1,6825243ee5ffda0506496d89
False,21:30,2,6825243ee5ffda0506496d94
False,15:00,1,6825243ee5ffda0506496d90
False,7:00,1,6825243ee5ffda0506496d90
True,8:00,4,6825243ee5ffda0506496d93
True,10:00,4,6825243ee5ffda0506496d89
False,20:30,2,6825243ee5ffda0506496d8a
False,13:30,5,6825243ee5ffda0506496d8a
True,21:30,3,6825243ee5ffda0506496d8e
False,7:00,0,6825243ee5ffda0506496d90
True,16:30,2,6825243ee5ffda0506496d95
False,19:00,0,6825243ee5ffda0506496d89
True,11:00,0,6825243ee5ffda0506496d97
True,20:00,3,6825243ee5ffda0506496d95
False,13:00,5,6825243ee5ffda0506496d96
True,12:30,1,6825243ee5ffda0506496d91
False,9:00,2,6825243ee5ffda0506496d8b
True,15:30,3,6825243ee5ffda0506496d93
False,13:30,1,6825243ee5ffda0506496d99
False,12:30,0,6825243ee5ffda0506496d92
True,20:30,4,6825243ee5ffda0506496d96
False,7:30,5,6825243ee5ffda0506496d8f
True,16:00,1,6825243ee5ffda0506496d8b
True,13:00,4,6825243ee5ffda0506496d8b
False,12:30,3,6825243ee5ffda0506496d8f
True,16:00,1,6825243ee5ffda0506496d97
True,13:00,4,6825243ee5ffda0506496d8b
True,9:30,0,6825243ee5ffda0506496d8f
True,11:30,1,6825243ee5ffda0506496d8f
False,19:00,4,6825243ee5ffda0506496d8c
False,9:30,4,6825243ee5ffda0506496d91
False,11:00,4,6825243ee5ffda0506496d98
False,8:30,3,6825243ee5ffda0506496d8d
False,13:30,4,6825243ee5ffda0506496d98
False,20:30,4,6825243ee5ffda0506496d91
True,9:00,4,6825243ee5ffda0506496d94
True,13:00,5,6825243ee5ffda0506496d8c
True,8:00,0,6825243ee5ffda0506496d95
False,12:30,5,6825243ee5ffda0506496d8f
False,12:00,4,6825243ee5ffda0506496d98
True,19:00,1,6825243ee5ffda0506496d8d
True,8:00,0,6825243ee5ffda0506496d8f
True,9:00,4,6825243ee5ffda0506496d8b
True,18:00,5,6825243ee5ffda0506496d8b
True,8:00,0,6825243ee5ffda0506496d99
True,9:00,4,6825243ee5ffda0506496d91
True,18:00,0,6825243ee5ffda0506496d8c
False,13:30,3,6825243ee5ffda0506496d99
False,11:00,0,6825243ee5ffda0506496d8e
True,13:00,3,6825243ee5ffda0506496d94
False,8:30,3,6825243ee5ffda0506496d90
False,21:30,2,6825243ee5ffda0506496d98
False,8:00,1,6825243ee5ffda0506496d91
True,20:30,3,6825243ee5ffda0506496d99
False,10:00,1,6825243ee5ffda0506496d90
False,11:00,4,6825243ee5ffda0506496d8d
False,11:00,1,6825243ee5ffda0506496d98
True,9:30,2,6825243ee5ffda0506496d8e
